,,Applied Mathematics,CHEM,131,L,General Chemistry I: Introduction to Inorganic Chemistry,4,1,"An introduction to the fundamental theories of inorganic chemistry including the structure of atoms, electronic structure, bonding, reactions in aqueous media, gas behavior, intermolecular forces, and properties of solutions. The laboratory course demonstrates the lecture material and emphasizes laboratory technique, data treatment, and report writing. Two lectures, one recitation, and one threehour laboratory per week.",
,,Applied Mathematics,CHEM,132,L,General Chemistry II: Introduction to Physical Chemistry,4,1,"An introduction to the principles of physical chemistry beginning with chemical thermodynamics and working through reaction rates, equilibrium, acid-base chemistry, electrochemistry, and nuclear chemistry. The lecture and laboratory components of this course are designed to complement each other. Lecture presents background theory while laboratory emphasizes application of theoretical concepts to hands-on discovery. Two lectures, one recitation, and one three-hour laboratory per week. Prerequisite: CHEM 131",
,,Applied Mathematics,BIOL,130,L,General Biology I,4,1,"This course is designed to introduce science majors to the major generalizations in biology. Topics include the scientific method, the chemical and cellular basis of life, energy transformation, DNA structure and replication, protein synthesis,",
,,Applied Mathematics,BIOL,131,L,General Biology II,4,1,"Designed to introduce science majors to fundamental concepts in biology. Topics include: transmission genetics, evolutionary theory, and selected ecological principles along with an examination of science as a process and the distinction between science and religion. The laboratory will emphasize experimental design, genetics, evolution and animal diversity and taxonomy. Three-hour lecture, three-hour laboratory per week. Offered every spring. Prerequisite: BIOL 130",
,,Applied Mathematics,CMPT,220,L,Software Development I,4,1,This course builds on CMPT 120 to introduce our students to the art and science of software development. Students will study software development history while mastering SD skills including but not limited to real-world modeling and multi-language software development. Prerequisite: CMPT 120,
,,Applied Mathematics,CMPT,435,L,Algorithm Analysis & Design,4,1,"This course continues the study of data abstraction and algorithm complexity from a more mathematically formal viewpoint. Time complexity of algorithms will be examined using Big Oh notation and worst-, best-, and average-case analyses. The ideas of polynomial-time, NP, exponential, and intractable algorithms will be introduced. Elementary-recurrence relation problems relating to recursive procedures will be solved. Sorting algorithms will be formally analyzed. Strategies of algorithm design such as backtracking, divide and conquer, dynamic programming, and greedy techniques will be emphasized. Prerequisites: CMPT 221, MATH 205",
,,Applied Mathematics,CMPT,404,L,Artificial Intelligence,3,1,"This course is an introduction to the major problems, techniques, and issues of artificial intelligence. Emphasis is placed upon the topics of knowledge representation and problem solving. The languages LISP or PROLOG will be used to illustrate various AI techniques. Offered every fall. Prerequisite: CMPT 435",
,,Applied Mathematics,CMPT,446,L,Computer Graphics,4,1,"In this course, students study the mathematical foundations and essential techniques in the field of modern computer graphics. Central topics include modeling & meshes, viewing transformations, graphics pipeline, lighting models, programmable shaders, scene graphs, animation, user interaction, and graphics hardware. Through both guided and self-directed learning opportunities, students gain experience with industry-standard programming interfaces and tools, and develop an understanding of design and implementation of interactive 3D graphics applications. Prerequisite: CMPT 220",
,1,Applied Mathematics,MATH,205,L,Discrete Mathematics,4,1,"This course introduces the algebraic concepts, methods, and techniques that form the basis of computer science, including the relevant areas of logic, set theory, matrices, graphs, geometric linear algebra, and the theory of relations; functions; bounds; and permutations. Offered every semester. Prerequisite: Three years of high school mathematics",
,,,,,,,,,,
Note that major requires 65-66 credits and minor requires 18-19 credits,,,,,,,,,,
